,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
POLL,1.08272541734016e-17,0.458666894489029,0.212,0.059,6.37400453188154e-13,transit amplifying cell of large intestine,POLL
AC073869.1,1.11053663095407e-17,0.947595440643872,0.12,0.024,6.53772914642659e-13,transit amplifying cell of large intestine,AC073869.1
PPP1R3E.1,1.11079716693978e-17,0.890934771904075,0.202,0.056,6.53926292177448e-13,transit amplifying cell of large intestine,PPP1R3E
RAB3D,1.15334519776193e-17,1.12257507076504,0.144,0.033,6.78974317922451e-13,transit amplifying cell of large intestine,RAB3D
ITGA3.8,1.21945305371385e-17,0.699452022111174,0.312,0.108,7.17892012721342e-13,transit amplifying cell of large intestine,ITGA3
ERN2.8,1.23197929520951e-17,0.289959309215009,0.433,0.166,7.25266211089836e-13,transit amplifying cell of large intestine,ERN2
RAB1A.7,1.27131955930244e-17,0.311720011764085,0.745,0.344,7.48425824561348e-13,transit amplifying cell of large intestine,RAB1A
PTBP3.6,1.30946241430028e-17,0.466912952209444,0.692,0.338,7.70880523298573e-13,transit amplifying cell of large intestine,PTBP3
FBXL6.1,1.3392014391518e-17,0.414442505921735,0.25,0.077,7.88387887228663e-13,transit amplifying cell of large intestine,FBXL6
ZMYM3,1.36485649043055e-17,0.466106696157964,0.144,0.033,8.03491015916462e-13,transit amplifying cell of large intestine,ZMYM3
NIFK-AS1,1.3688618095599e-17,0.901307586045025,0.149,0.034,8.05848947287913e-13,transit amplifying cell of large intestine,NIFK-AS1
SEPT11.6,1.37836771273712e-17,0.322059722491398,0.712,0.342,8.11445072488342e-13,transit amplifying cell of large intestine,SEPT11
NBEAL2.2,1.38204466115053e-17,0.308085610898544,0.264,0.083,8.13609692019317e-13,transit amplifying cell of large intestine,NBEAL2
ZNF91.9,1.39698101981136e-17,0.319930038921469,0.625,0.275,8.22402726362947e-13,transit amplifying cell of large intestine,ZNF91
ZNF316,1.47348020145521e-17,0.663146783926787,0.188,0.05,8.67437794596679e-13,transit amplifying cell of large intestine,ZNF316
TACC2.7,1.47416939894817e-17,0.349959289574726,0.404,0.152,8.67843525160787e-13,transit amplifying cell of large intestine,TACC2
PLOD3.5,1.48268076429992e-17,0.394107953352483,0.327,0.114,8.72854165943365e-13,transit amplifying cell of large intestine,PLOD3
GAU1.1,1.49336982116478e-17,1.03014310630374,0.125,0.026,8.79146813719709e-13,transit amplifying cell of large intestine,GAU1
TCEAL1.2,1.4998958665343e-17,0.440404269023242,0.25,0.077,8.82988696628743e-13,transit amplifying cell of large intestine,TCEAL1
UQCR11.7,1.52144516514168e-17,0.561480735694417,0.923,0.636,8.95674768718909e-13,transit amplifying cell of large intestine,UQCR11
SHROOM1.6,1.55434828487083e-17,0.529085085177152,0.312,0.108,9.15044835303458e-13,transit amplifying cell of large intestine,SHROOM1
OAS3,1.57115817960843e-17,0.932813344567047,0.101,0.018,9.2494082033548e-13,transit amplifying cell of large intestine,OAS3
TTI2,1.58838248486781e-17,0.3227640296396,0.159,0.038,9.35080768841678e-13,transit amplifying cell of large intestine,TTI2
FLYWCH2.2,1.60503271571981e-17,0.276785674572942,0.269,0.086,9.44882759744251e-13,transit amplifying cell of large intestine,FLYWCH2
HOXB3.2,1.60940460455238e-17,0.666968855830675,0.197,0.054,9.47456490699985e-13,transit amplifying cell of large intestine,HOXB3
PLXNA2.9,1.66388037683144e-17,0.289808688477614,0.394,0.148,9.79526377840666e-13,transit amplifying cell of large intestine,PLXNA2
MAP2K5,1.66620763061685e-17,0.544083829367338,0.197,0.054,9.8089643214414e-13,transit amplifying cell of large intestine,MAP2K5
PANK4,1.66817984519068e-17,0.79878188332254,0.173,0.044,9.82057474863755e-13,transit amplifying cell of large intestine,PANK4
PIK3C2B.1,1.6742534731173e-17,0.761558540906912,0.236,0.072,9.85633019624156e-13,transit amplifying cell of large intestine,PIK3C2B
MCL1.9,1.72417377133821e-17,-1.53900077064344,0.827,0.799,1.01502109918681e-12,transit amplifying cell of large intestine,MCL1
RFX7,1.72908402140021e-17,0.442487877399665,0.163,0.04,1.01791176339831e-12,transit amplifying cell of large intestine,RFX7
ABHD18,1.73780226148157e-17,0.550029977429322,0.212,0.06,1.0230441913342e-12,transit amplifying cell of large intestine,ABHD18
CA8.1,1.73922179606841e-17,0.960055527810923,0.144,0.033,1.02387987134547e-12,transit amplifying cell of large intestine,CA8
CD37.9,1.77099616636045e-17,-6.49748284290795,0.01,0.276,1.0425854431364e-12,transit amplifying cell of large intestine,CD37
TM4SF5.9,1.77838425980074e-17,0.384574494167916,0.356,0.128,1.0469348137447e-12,transit amplifying cell of large intestine,TM4SF5
TM9SF4.3,1.78642753176177e-17,0.281786839550727,0.327,0.113,1.05166988794815e-12,transit amplifying cell of large intestine,TM9SF4
C1orf115,1.8298070751075e-17,0.742701308524356,0.202,0.056,1.07720742511578e-12,transit amplifying cell of large intestine,C1orf115
NBPF1.8,1.84579017615918e-17,0.304420108420702,0.418,0.161,1.08661667670491e-12,transit amplifying cell of large intestine,NBPF1
SHANK2,1.86355572698793e-17,1.23123142097767,0.135,0.029,1.09707525647779e-12,transit amplifying cell of large intestine,SHANK2
CDKN2D.2,1.87363615117227e-17,0.596630565876792,0.25,0.078,1.10300960219511e-12,transit amplifying cell of large intestine,CDKN2D
ANXA7.5,1.89584474184559e-17,0.252832525341454,0.635,0.282,1.1160837995245e-12,transit amplifying cell of large intestine,ANXA7
CD69.9,1.94246976881482e-17,-7.55399011864655,0.005,0.27,1.14353195290129e-12,transit amplifying cell of large intestine,CD69
GHITM.5,2.007338887337e-17,0.654975524708816,0.764,0.458,1.18172040297529e-12,transit amplifying cell of large intestine,GHITM
USP31,2.01815962075902e-17,0.818429417949361,0.139,0.031,1.18809056874083e-12,transit amplifying cell of large intestine,USP31
BMP3.1,2.08287751335147e-17,1.0745715366354,0.212,0.061,1.22618999211001e-12,transit amplifying cell of large intestine,BMP3
RORA.8,2.13020674691497e-17,-6.09596443347093,0.058,0.323,1.25405271190884e-12,transit amplifying cell of large intestine,RORA
RNASET2.8,2.18779515150857e-17,0.468788774985264,0.784,0.401,1.2879550056931e-12,transit amplifying cell of large intestine,RNASET2
SLC35E3.2,2.18868869219106e-17,0.478197668550198,0.26,0.083,1.28848103309288e-12,transit amplifying cell of large intestine,SLC35E3
AC126474.2,2.20938661172996e-17,0.672306130746133,0.101,0.018,1.30066589832543e-12,transit amplifying cell of large intestine,AC126474.2
DNAJB1.7,2.31911778429474e-17,-0.390791983090132,0.889,0.632,1.36526463961431e-12,transit amplifying cell of large intestine,DNAJB1
IFT88.3,2.3978302481438e-17,0.265690498045646,0.312,0.107,1.41160266708225e-12,transit amplifying cell of large intestine,IFT88
EXTL2,2.4225248279586e-17,0.561666687536181,0.144,0.033,1.42614036621923e-12,transit amplifying cell of large intestine,EXTL2
LEMD2,2.42388030178644e-17,0.371063671256229,0.226,0.066,1.42693833366168e-12,transit amplifying cell of large intestine,LEMD2
PLOD1,2.42944833612406e-17,1.04579223915183,0.163,0.04,1.43021623547624e-12,transit amplifying cell of large intestine,PLOD1
VAMP8.4,2.44609240880443e-17,0.567422253603116,0.812,0.455,1.44001460106317e-12,transit amplifying cell of large intestine,VAMP8
RSAD1,2.47519203203696e-17,0.408290033569358,0.212,0.061,1.45714554926016e-12,transit amplifying cell of large intestine,RSAD1
SF3B5.6,2.54017935395791e-17,0.631329972383468,0.822,0.532,1.49540358567502e-12,transit amplifying cell of large intestine,SF3B5
TMEM164.1,2.60253523473709e-17,0.751524291542799,0.24,0.074,1.53211249268972e-12,transit amplifying cell of large intestine,TMEM164
CHCHD2.8,2.65885102794656e-17,0.579177417254217,0.88,0.825,1.56526560015214e-12,transit amplifying cell of large intestine,CHCHD2
ROR1,2.68336829628568e-17,0.81887294767716,0.101,0.018,1.57969891602338e-12,transit amplifying cell of large intestine,ROR1
AL163051.1.1,2.69857644687069e-17,1.17633877681164,0.12,0.025,1.58865195427278e-12,transit amplifying cell of large intestine,AL163051.1
PARP8.8,2.70201406016987e-17,-5.55843904565703,0.019,0.285,1.590675677222e-12,transit amplifying cell of large intestine,PARP8
EEF2KMT,2.74646923573794e-17,0.844564209735461,0.125,0.026,1.61684643907893e-12,transit amplifying cell of large intestine,EEF2KMT
ATE1.3,2.80920151064717e-17,0.330108887433691,0.399,0.153,1.65377692931799e-12,transit amplifying cell of large intestine,ATE1
AP001362.2,2.82349830558879e-17,0.941098838875292,0.115,0.023,1.66219345250012e-12,transit amplifying cell of large intestine,AP001362.2
AP2M1.4,2.84688000323058e-17,0.497530253462261,0.678,0.322,1.67595825790184e-12,transit amplifying cell of large intestine,AP2M1
PMM2.6,2.85326326429874e-17,0.48167803390413,0.5,0.207,1.67971608369267e-12,transit amplifying cell of large intestine,PMM2
NCK1-DT,2.91122358215803e-17,1.2051795378125,0.139,0.031,1.71383732281643e-12,transit amplifying cell of large intestine,NCK1-DT
PLCE1.9,2.94620101991123e-17,0.254942538886468,0.591,0.258,1.73442854042174e-12,transit amplifying cell of large intestine,PLCE1
PRKCZ.5,2.98112831832072e-17,0.487653659809093,0.284,0.094,1.75499024099541e-12,transit amplifying cell of large intestine,PRKCZ
DHFR2,3.00710428997231e-17,0.976200768444246,0.13,0.028,1.7702822955067e-12,transit amplifying cell of large intestine,DHFR2
CDK8,3.15866330256244e-17,0.544277288814117,0.231,0.069,1.85950508621851e-12,transit amplifying cell of large intestine,CDK8
SET.8,3.23191166015269e-17,0.5530318083984,0.923,0.719,1.90262639433189e-12,transit amplifying cell of large intestine,SET
SERF2.3,3.29438439829929e-17,0.467869982664493,0.976,0.934,1.93940409527879e-12,transit amplifying cell of large intestine,SERF2
NDUFA1.8,3.30388396355639e-17,0.52291311188699,0.947,0.713,1.94499648934565e-12,transit amplifying cell of large intestine,NDUFA1
TAF9B,3.35683696185189e-17,0.294244847104081,0.12,0.024,1.97616991944221e-12,transit amplifying cell of large intestine,TAF9B
FOCAD,3.49753988271986e-17,0.911240859528117,0.159,0.039,2.05900172895718e-12,transit amplifying cell of large intestine,FOCAD
OLFM1.2,3.5609259094519e-17,0.767158036602871,0.144,0.033,2.09631708289434e-12,transit amplifying cell of large intestine,OLFM1
C3orf70.1,3.64392300923268e-17,0.94481834715202,0.125,0.026,2.14517747553528e-12,transit amplifying cell of large intestine,C3orf70
NDUFS5.9,3.67547373378089e-17,0.478134136136767,0.933,0.747,2.16375138707681e-12,transit amplifying cell of large intestine,NDUFS5
DHX15.4,3.69389448141998e-17,0.25610758324731,0.625,0.28,2.17459568121194e-12,transit amplifying cell of large intestine,DHX15
ZNF326.5,3.8168556349731e-17,0.356393909264554,0.702,0.332,2.24698291230867e-12,transit amplifying cell of large intestine,ZNF326
UHRF1BP1,3.83958955190763e-17,0.79042960169208,0.144,0.033,2.26036636920802e-12,transit amplifying cell of large intestine,UHRF1BP1
DNAJC7.5,3.87475197573099e-17,0.273225194157632,0.697,0.329,2.28106648811284e-12,transit amplifying cell of large intestine,DNAJC7
SERPINB6.6,3.93017167303233e-17,0.345520260485795,0.644,0.292,2.31369206391413e-12,transit amplifying cell of large intestine,SERPINB6
AC006504.5,3.9568261727928e-17,1.01557273934204,0.149,0.035,2.32938356792312e-12,transit amplifying cell of large intestine,AC006504.5
ZNF784,3.99830218077349e-17,0.873113447672551,0.144,0.033,2.35380049382135e-12,transit amplifying cell of large intestine,ZNF784
TRMT2B,4.05176911937592e-17,0.697463842575988,0.159,0.039,2.38527648057661e-12,transit amplifying cell of large intestine,TRMT2B
SEC61G.4,4.11859467984039e-17,0.584106621023213,0.837,0.485,2.42461668802204e-12,transit amplifying cell of large intestine,SEC61G
MFSD9.1,4.26179717534389e-17,0.454593737664327,0.202,0.057,2.50891999712495e-12,transit amplifying cell of large intestine,MFSD9
TOMM40L,4.49839318188272e-17,0.984184807095737,0.135,0.03,2.64820406617436e-12,transit amplifying cell of large intestine,TOMM40L
TMEM216,4.51049720749755e-17,0.304546398812612,0.188,0.05,2.65532970605381e-12,transit amplifying cell of large intestine,TMEM216
MLYCD,4.62768231166658e-17,0.776874809843413,0.202,0.057,2.72431657687812e-12,transit amplifying cell of large intestine,MLYCD
EGR1.8,4.75120715611422e-17,-0.71161344637864,0.832,0.52,2.79703565280444e-12,transit amplifying cell of large intestine,EGR1
FAM129A.9,5.05959247898265e-17,-6.81981422340191,0.01,0.27,2.97858209237708e-12,transit amplifying cell of large intestine,FAM129A
TUBA1A.9,5.12696791285797e-17,-3.529641719141,0.13,0.392,3.01824601029948e-12,transit amplifying cell of large intestine,TUBA1A
TRMT2A,5.17462314496757e-17,0.435796917011514,0.192,0.052,3.04630064544241e-12,transit amplifying cell of large intestine,TRMT2A
TANGO2,5.23443204961442e-17,0.766358138468654,0.125,0.026,3.08151014760801e-12,transit amplifying cell of large intestine,TANGO2
ALKBH7.6,5.32935402662676e-17,0.650807122252742,0.832,0.502,3.13739071547517e-12,transit amplifying cell of large intestine,ALKBH7
LETM1.7,5.6145786474403e-17,0.400388571761239,0.385,0.147,3.3053024497481e-12,transit amplifying cell of large intestine,LETM1
GNG2.7,5.73751501612075e-17,-5.72807481192083,0.019,0.281,3.37767508999028e-12,transit amplifying cell of large intestine,GNG2
DMXL2.7,5.86728077985785e-17,0.943780061618979,0.298,0.104,3.45406819510232e-12,transit amplifying cell of large intestine,DMXL2
SLC25A12,6.07460837687386e-17,0.835460181246257,0.226,0.069,3.57612195146564e-12,transit amplifying cell of large intestine,SLC25A12
ARIH2OS,6.09732528712451e-17,0.814244228095384,0.178,0.047,3.5894953965302e-12,transit amplifying cell of large intestine,ARIH2OS
SLC35E1.5,6.11268110200053e-17,-0.299084761497662,0.356,0.127,3.59853536474771e-12,transit amplifying cell of large intestine,SLC35E1
GYPC.7,6.14668882439841e-17,-5.6145198072402,0.01,0.27,3.61855571092335e-12,transit amplifying cell of large intestine,GYPC
DROSHA,6.27812578609536e-17,0.735764708095143,0.207,0.06,3.69593265027434e-12,transit amplifying cell of large intestine,DROSHA
CEP170B.9,6.37826172865573e-17,0.729430683271921,0.308,0.109,3.75488267965963e-12,transit amplifying cell of large intestine,CEP170B
EDC3,6.5715299213397e-17,1.01901019591014,0.144,0.034,3.86865966469268e-12,transit amplifying cell of large intestine,EDC3
CD96.8,6.5970759741547e-17,-6.52156749888901,0.014,0.274,3.88369862598487e-12,transit amplifying cell of large intestine,CD96
NAT2,6.95132458103131e-17,1.60172804582059,0.139,0.032,4.09224478085313e-12,transit amplifying cell of large intestine,NAT2
XXYLT1,7.12811648182654e-17,1.26834928152049,0.101,0.019,4.19632217285128e-12,transit amplifying cell of large intestine,XXYLT1
DGCR8,7.19658747434919e-17,0.623365862580327,0.192,0.053,4.23663104614937e-12,transit amplifying cell of large intestine,DGCR8
C5orf51.2,7.26229067340062e-17,0.429328475009481,0.226,0.068,4.27531051943094e-12,transit amplifying cell of large intestine,C5orf51
MAP1LC3B2,7.34691025198155e-17,0.793129901814885,0.135,0.03,4.32512606534154e-12,transit amplifying cell of large intestine,MAP1LC3B2
ARL5B.6,7.46739457784322e-17,0.349212077428954,0.51,0.218,4.3960551879763e-12,transit amplifying cell of large intestine,ARL5B
XRCC6.6,7.62382120435836e-17,0.479398533050545,0.808,0.453,4.48814354300577e-12,transit amplifying cell of large intestine,XRCC6
NSUN6.5,7.70953162582533e-17,0.294951171927585,0.341,0.125,4.53860126812337e-12,transit amplifying cell of large intestine,NSUN6
NDUFB4.3,7.9400291167065e-17,0.612817852818076,0.856,0.556,4.67429514100512e-12,transit amplifying cell of large intestine,NDUFB4
TLCD2.7,8.01954456923987e-17,0.566291315501267,0.404,0.16,4.72110588791151e-12,transit amplifying cell of large intestine,TLCD2
PPP1R12B.6,8.355781013403e-17,0.346266872053167,0.346,0.127,4.91904828259035e-12,transit amplifying cell of large intestine,PPP1R12B
DQX1,8.62291962478221e-17,0.497746301446189,0.188,0.051,5.07631278310929e-12,transit amplifying cell of large intestine,DQX1
DTWD2,9.15149509074808e-17,1.1179349928824,0.178,0.048,5.38748515992339e-12,transit amplifying cell of large intestine,DTWD2
SLC12A7.2,9.16877215040297e-17,0.593175545664429,0.226,0.068,5.39765616494223e-12,transit amplifying cell of large intestine,SLC12A7
LIMCH1,9.29541748790247e-17,0.518820493800419,0.111,0.022,5.47221227512818e-12,transit amplifying cell of large intestine,LIMCH1
CBX4.5,9.56199285127844e-17,0.318232431947483,0.452,0.183,5.62914519154762e-12,transit amplifying cell of large intestine,CBX4
PTGR2,9.75183076245523e-17,0.754515697206587,0.192,0.053,5.74090276985739e-12,transit amplifying cell of large intestine,PTGR2
RAPH1.8,1.0140792328235e-16,0.392801488728973,0.298,0.101,5.96988444363192e-12,transit amplifying cell of large intestine,RAPH1
C17orf97,1.014221958349e-16,1.22391738732176,0.149,0.036,5.97072466880057e-12,transit amplifying cell of large intestine,C17orf97
TBCA.7,1.03341397552378e-16,0.445391471528455,0.846,0.463,6.08370807390852e-12,transit amplifying cell of large intestine,TBCA
USP21,1.08664583765038e-16,0.877057999946367,0.115,0.023,6.39708404624777e-12,transit amplifying cell of large intestine,USP21
AC018647.2,1.0996711352676e-16,0.976051290694956,0.13,0.029,6.47376397332035e-12,transit amplifying cell of large intestine,AC018647.2
SPPL2B.7,1.1158463730645e-16,0.33863225662976,0.418,0.164,6.56898759823069e-12,transit amplifying cell of large intestine,SPPL2B
PRPF40B,1.11611091737445e-16,1.46494802355671,0.101,0.019,6.57054497058341e-12,transit amplifying cell of large intestine,PRPF40B
RAI1,1.18837717635088e-16,0.306241239765425,0.178,0.047,6.99597643717764e-12,transit amplifying cell of large intestine,RAI1
ARHGAP5-AS1.1,1.21025597180457e-16,1.10826341065232,0.149,0.036,7.12477690601348e-12,transit amplifying cell of large intestine,ARHGAP5-AS1
PRDM11,1.21326870270321e-16,0.950705694186079,0.111,0.022,7.14251285281382e-12,transit amplifying cell of large intestine,PRDM11
MIR4458HG.7,1.22642513660194e-16,0.36417402292159,0.308,0.107,7.21996477917563e-12,transit amplifying cell of large intestine,MIR4458HG
COLCA1,1.28207569038745e-16,1.82614111903532,0.144,0.035,7.5475795893109e-12,transit amplifying cell of large intestine,COLCA1
RASSF3.5,1.31863150625259e-16,0.297426077585889,0.332,0.12,7.76278367730898e-12,transit amplifying cell of large intestine,RASSF3
LIPG,1.32935661478742e-16,1.04799643764865,0.168,0.044,7.82592239125356e-12,transit amplifying cell of large intestine,LIPG
PSMC3IP,1.33100952167004e-16,0.389054088306747,0.144,0.034,7.8356530540715e-12,transit amplifying cell of large intestine,PSMC3IP
SIX5,1.33649082018401e-16,1.23935854474715,0.106,0.02,7.86792145842326e-12,transit amplifying cell of large intestine,SIX5
TMC4.9,1.37564511852502e-16,0.531371314079211,0.433,0.174,8.0984228127568e-12,transit amplifying cell of large intestine,TMC4
MUL1,1.38048600551378e-16,0.757532163501915,0.216,0.065,8.12692111445963e-12,transit amplifying cell of large intestine,MUL1
ACSF2.8,1.39772208775456e-16,0.407005510392318,0.337,0.122,8.22838993061108e-12,transit amplifying cell of large intestine,ACSF2
DNAJC13.6,1.45585431498396e-16,0.299210852299788,0.332,0.12,8.57061435231057e-12,transit amplifying cell of large intestine,DNAJC13
CNKSR1.9,1.46677502308503e-16,0.419001513110973,0.303,0.105,8.63490456090155e-12,transit amplifying cell of large intestine,CNKSR1
GCLM.8,1.4758371333508e-16,-0.4656233103051,0.462,0.18,8.68825320403619e-12,transit amplifying cell of large intestine,GCLM
FEM1A,1.47653326913635e-16,0.313067984232061,0.226,0.068,8.6923513554057e-12,transit amplifying cell of large intestine,FEM1A
SPOCK2.8,1.48418885277571e-16,-7.70727138721535,0,0.253,8.73741977629058e-12,transit amplifying cell of large intestine,SPOCK2
POLH.1,1.48866107221092e-16,0.554148576671158,0.197,0.056,8.76374773210571e-12,transit amplifying cell of large intestine,POLH
POMGNT1.1,1.51104497255699e-16,0.490140155414942,0.226,0.069,8.89552175344301e-12,transit amplifying cell of large intestine,POMGNT1
TM7SF2.5,1.51560507383838e-16,0.512921166453669,0.274,0.091,8.92236706968654e-12,transit amplifying cell of large intestine,TM7SF2
JTB.6,1.54643695493175e-16,0.541135932674798,0.788,0.442,9.10387435368319e-12,transit amplifying cell of large intestine,JTB
UBXN6.5,1.57513285125547e-16,0.264537690096281,0.399,0.152,9.27280709534093e-12,transit amplifying cell of large intestine,UBXN6
BRK1.8,1.61959881834559e-16,0.344050979476908,0.736,0.357,9.5345782436005e-12,transit amplifying cell of large intestine,BRK1
TAX1BP3.6,1.65091003924676e-16,0.278479454279121,0.409,0.16,9.71890740104569e-12,transit amplifying cell of large intestine,TAX1BP3
ADSL,1.68061808652354e-16,0.581258090591665,0.183,0.05,9.8937986753641e-12,transit amplifying cell of large intestine,ADSL
COQ6,1.71214238423922e-16,0.526713224040078,0.197,0.056,1.00793822160163e-11,transit amplifying cell of large intestine,COQ6
JMJD4,1.77783754105788e-16,0.676162762425118,0.144,0.034,1.04661296042077e-11,transit amplifying cell of large intestine,JMJD4
ZNF268,1.95158150164084e-16,0.603962471990857,0.135,0.031,1.14889603001596e-11,transit amplifying cell of large intestine,ZNF268
TFCP2L1.8,1.98930679544488e-16,0.287281029322448,0.538,0.233,1.1711049104784e-11,transit amplifying cell of large intestine,TFCP2L1
ERCC8,2.04385120081793e-16,1.2003456831159,0.12,0.025,1.20321520192151e-11,transit amplifying cell of large intestine,ERCC8
SNX10.1,2.06310677553524e-16,0.692391199268322,0.111,0.022,1.2145509587576e-11,transit amplifying cell of large intestine,SNX10
ST20,2.07711235126514e-16,1.19781679921874,0.106,0.02,1.22279604118979e-11,transit amplifying cell of large intestine,ST20
P2RX4.6,2.0785336094123e-16,0.278367109105237,0.361,0.135,1.22363273586102e-11,transit amplifying cell of large intestine,P2RX4
MARVELD1.2,2.0855781932819e-16,0.529578648504794,0.192,0.054,1.22777988238506e-11,transit amplifying cell of large intestine,MARVELD1
TSTD3,2.11887652859621e-16,0.876595530642039,0.154,0.038,1.24738261238459e-11,transit amplifying cell of large intestine,TSTD3
HYOU1.5,2.17428971115397e-16,0.36261073039584,0.356,0.133,1.28000435295634e-11,transit amplifying cell of large intestine,HYOU1
FAM149B1,2.1777769667603e-16,1.04524268163443,0.125,0.027,1.28205730033179e-11,transit amplifying cell of large intestine,FAM149B1
INTS8.2,2.18168976277507e-16,0.396586231438686,0.231,0.071,1.28436076334568e-11,transit amplifying cell of large intestine,INTS8
AC006449.6,2.20379892142551e-16,0.683073536926999,0.125,0.027,1.2973764250432e-11,transit amplifying cell of large intestine,AC006449.6
C17orf49,2.20857207341686e-16,0.505187287291304,0.111,0.022,1.3001863796205e-11,transit amplifying cell of large intestine,C17orf49
KIAA1958,2.2269462833506e-16,0.80442610082604,0.125,0.027,1.3110032770085e-11,transit amplifying cell of large intestine,KIAA1958
CEP76,2.27538062825197e-16,0.819019358796943,0.125,0.027,1.33951657585194e-11,transit amplifying cell of large intestine,CEP76
ACTN4.9,2.34961926510991e-16,0.489166433175678,0.894,0.53,1.3832208613702e-11,transit amplifying cell of large intestine,ACTN4
ACVR2A,2.37204943534072e-16,0.751307561125759,0.183,0.05,1.39642550258508e-11,transit amplifying cell of large intestine,ACVR2A
DMPK,2.38947463644965e-16,0.891660688078076,0.149,0.036,1.40668371847791e-11,transit amplifying cell of large intestine,DMPK
ARL6IP1.7,2.60505851233505e-16,0.923605285104593,0.808,0.501,1.53359794621164e-11,transit amplifying cell of large intestine,ARL6IP1
TRIP6.3,2.63413379349831e-16,0.359603591516375,0.269,0.089,1.55071456423246e-11,transit amplifying cell of large intestine,TRIP6
TRIM35,2.64548523034077e-16,0.702363249950679,0.106,0.021,1.55739715510161e-11,transit amplifying cell of large intestine,TRIM35
AP5S1,2.67501009226851e-16,0.902420177134528,0.144,0.035,1.57477844131847e-11,transit amplifying cell of large intestine,AP5S1
CACNB2,2.68025242837874e-16,0.752173181762965,0.149,0.036,1.57786460458656e-11,transit amplifying cell of large intestine,CACNB2
ZNF672.1,2.72734045216403e-16,0.307436229699868,0.216,0.064,1.60558532418896e-11,transit amplifying cell of large intestine,ZNF672
ZNF608.5,2.82109889963441e-16,0.356925799329079,0.264,0.087,1.66078092221478e-11,transit amplifying cell of large intestine,ZNF608
DHRS3.6,2.88941897549009e-16,0.344846536299176,0.394,0.15,1.70100095087102e-11,transit amplifying cell of large intestine,DHRS3
ZNF205,3.04574887545789e-16,1.08070523961464,0.173,0.047,1.79303236298206e-11,transit amplifying cell of large intestine,ZNF205
AC079922.2,3.13746318852006e-16,1.08099890579069,0.111,0.022,1.84702457908176e-11,transit amplifying cell of large intestine,AC079922.2
AC073896.2,3.30818206204746e-16,0.841428696630528,0.149,0.037,1.94752677992734e-11,transit amplifying cell of large intestine,AC073896.2
AC135983.2,3.31501935613092e-16,0.548249445970834,0.144,0.035,1.95155189495427e-11,transit amplifying cell of large intestine,AC135983.2
RAPGEFL1.8,3.47738298998936e-16,0.443210133423525,0.394,0.155,2.04713536620673e-11,transit amplifying cell of large intestine,RAPGEFL1
TBP,3.54097360602403e-16,0.520661421308716,0.188,0.053,2.08457116186634e-11,transit amplifying cell of large intestine,TBP
UTP23.4,3.59861377703367e-16,-0.379645511274281,0.409,0.155,2.11850393053972e-11,transit amplifying cell of large intestine,UTP23
TMCC1.1,3.72368374834769e-16,0.310823625269804,0.226,0.069,2.19213262265228e-11,transit amplifying cell of large intestine,TMCC1
ZC3H8.3,3.76706883320417e-16,-0.260046853019267,0.389,0.148,2.21767342210729e-11,transit amplifying cell of large intestine,ZC3H8
EVI5.7,3.82370282746698e-16,0.367352868738018,0.341,0.128,2.25101385452981e-11,transit amplifying cell of large intestine,EVI5
LIN52,3.87805844564655e-16,0.367844925215885,0.12,0.026,2.28301300695212e-11,transit amplifying cell of large intestine,LIN52
LY75,4.04424802015075e-16,1.18048610807125,0.149,0.037,2.38084880946275e-11,transit amplifying cell of large intestine,LY75
ZNF253,4.05127807389206e-16,1.11613639515913,0.12,0.026,2.38498740210026e-11,transit amplifying cell of large intestine,ZNF253
EEF1B2.8,4.06902778688402e-16,0.503738086854829,0.966,0.892,2.39543665813862e-11,transit amplifying cell of large intestine,EEF1B2
EIF3M.8,4.1107825073038e-16,0.385613536548246,0.764,0.385,2.42001766204975e-11,transit amplifying cell of large intestine,EIF3M
TBC1D2,4.18991536819267e-16,1.07515498003043,0.12,0.026,2.46660317725503e-11,transit amplifying cell of large intestine,TBC1D2
FAAP100,4.23830541678687e-16,0.644725969979776,0.163,0.042,2.49509039886243e-11,transit amplifying cell of large intestine,FAAP100
RPS6KA6,4.38586679847399e-16,0.887993243933748,0.173,0.046,2.58195978426164e-11,transit amplifying cell of large intestine,RPS6KA6
FUT6.4,4.56612857574689e-16,0.711429987775912,0.26,0.087,2.6880798925422e-11,transit amplifying cell of large intestine,FUT6
PGBD2,4.57528444488642e-16,0.637737797327374,0.139,0.033,2.69346995270463e-11,transit amplifying cell of large intestine,PGBD2
POLG2.2,4.57542216072867e-16,0.537713196227835,0.24,0.077,2.69355102602097e-11,transit amplifying cell of large intestine,POLG2
AGO1.1,4.77862436790253e-16,0.48775617462176,0.24,0.077,2.81317616538422e-11,transit amplifying cell of large intestine,AGO1
ADTRP.8,4.84790047000573e-16,0.927041038953777,0.279,0.097,2.85395900669238e-11,transit amplifying cell of large intestine,ADTRP
TMEM8B,5.06504784215276e-16,0.646850496472952,0.154,0.038,2.98179366467533e-11,transit amplifying cell of large intestine,TMEM8B
TRMT10A,5.06688947099076e-16,0.674847947282391,0.159,0.041,2.98287783157226e-11,transit amplifying cell of large intestine,TRMT10A
ZDHHC21.4,5.26175314914665e-16,0.57005237545946,0.298,0.105,3.09759407890263e-11,transit amplifying cell of large intestine,ZDHHC21
