"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HINT3.2",6.4839004500737e-37,0.938418516694992,0.356,0.086,3.81707219495839e-32,"transit amplifying cell of large intestine","HINT3"
"ADAT1",6.48876003719979e-37,0.725802920183181,0.264,0.052,3.81993303389952e-32,"transit amplifying cell of large intestine","ADAT1"
"OCLN.9",6.62712164896618e-37,0.914324634170132,0.553,0.173,3.90138651474639e-32,"transit amplifying cell of large intestine","OCLN"
"RARS.2",6.63840802022427e-37,0.816902346643445,0.505,0.15,3.90803080150603e-32,"transit amplifying cell of large intestine","RARS"
"NDUFA12.7",6.76029033191184e-37,1.15564471498472,0.817,0.432,3.9797829183965e-32,"transit amplifying cell of large intestine","NDUFA12"
"DCAF12",6.82445167394136e-37,0.932954733341124,0.322,0.073,4.01755470044928e-32,"transit amplifying cell of large intestine","DCAF12"
"PHPT1.5",6.84750667739932e-37,1.02279933363829,0.865,0.443,4.03112718098498e-32,"transit amplifying cell of large intestine","PHPT1"
"ARPC4.7",6.89711617351538e-37,1.02429659726518,0.668,0.247,4.0603322913485e-32,"transit amplifying cell of large intestine","ARPC4"
"SH3RF1.9",7.11542710852901e-37,0.923010505028547,0.538,0.166,4.18885193879103e-32,"transit amplifying cell of large intestine","SH3RF1"
"DESI1.3",7.17586737428637e-37,0.777693958836323,0.404,0.105,4.22443312324239e-32,"transit amplifying cell of large intestine","DESI1"
"SMC1A.4",7.37029109960878e-37,0.862826644309415,0.625,0.216,4.33889037033969e-32,"transit amplifying cell of large intestine","SMC1A"
"ANXA4.9",7.71557453187271e-37,0.843756688086823,0.611,0.205,4.54215872691346e-32,"transit amplifying cell of large intestine","ANXA4"
"GUCD1.4",7.73021196233339e-37,0.911780856879748,0.476,0.137,4.55077578222567e-32,"transit amplifying cell of large intestine","GUCD1"
"ADAM9.9",8.14902116034189e-37,1.05645232126357,0.466,0.133,4.79732875709327e-32,"transit amplifying cell of large intestine","ADAM9"
"QTRT2.1",8.32950940198496e-37,0.647728351923571,0.365,0.089,4.90358218494855e-32,"transit amplifying cell of large intestine","QTRT2"
"TMEM56.4",8.45893685051696e-37,1.17099050710981,0.361,0.089,4.97977612389934e-32,"transit amplifying cell of large intestine","TMEM56"
"SF3B3.3",8.77435663010034e-37,0.628250928470227,0.433,0.117,5.16546374814007e-32,"transit amplifying cell of large intestine","SF3B3"
"C18orf21.1",8.93754155970129e-37,0.678512833183331,0.298,0.064,5.26153071619615e-32,"transit amplifying cell of large intestine","C18orf21"
"RWDD4.5",9.01349235254862e-37,0.745497503908,0.418,0.111,5.30624294794538e-32,"transit amplifying cell of large intestine","RWDD4"
"SMIM8.1",9.50783447009568e-37,1.0065346208748,0.337,0.078,5.59726215254533e-32,"transit amplifying cell of large intestine","SMIM8"
"NMI.3",9.68846207215116e-37,0.372635948309735,0.418,0.109,5.70359762187539e-32,"transit amplifying cell of large intestine","NMI"
"AC145207.5",9.96520543983013e-37,1.84732491122535,0.139,0.017,5.86651644242799e-32,"transit amplifying cell of large intestine","AC145207.5"
"DCLRE1A",1.00734146447703e-36,1.77164220386806,0.12,0.013,5.93021920137625e-32,"transit amplifying cell of large intestine","DCLRE1A"
"MFF.1",1.01538602513432e-36,0.776153794936612,0.615,0.206,5.97757752996576e-32,"transit amplifying cell of large intestine","MFF"
"MOB3B.5",1.02321113686488e-36,1.04820607736517,0.433,0.119,6.02364396272353e-32,"transit amplifying cell of large intestine","MOB3B"
"NANS.8",1.07640506966265e-36,1.06122766432615,0.894,0.504,6.33679664510401e-32,"transit amplifying cell of large intestine","NANS"
"NQO1.7",1.10993061162642e-36,1.01001950628763,0.404,0.106,6.53416151064471e-32,"transit amplifying cell of large intestine","NQO1"
"CDC123.4",1.12323141126912e-36,0.707399552753758,0.558,0.176,6.61246331814129e-32,"transit amplifying cell of large intestine","CDC123"
"FAM98B.4",1.12413865061433e-36,0.792873506490677,0.399,0.104,6.61780423616659e-32,"transit amplifying cell of large intestine","FAM98B"
"METTL1.1",1.13522002662796e-36,1.24233191617874,0.25,0.048,6.68304029675879e-32,"transit amplifying cell of large intestine","METTL1"
"ZRANB3",1.16114916850957e-36,1.76962329882939,0.135,0.016,6.83568515501582e-32,"transit amplifying cell of large intestine","ZRANB3"
"MTA3.5",1.2378862863309e-36,1.11739760794071,0.37,0.093,7.28743656763e-32,"transit amplifying cell of large intestine","MTA3"
"MFAP1.2",1.25316512129686e-36,0.406799291180113,0.529,0.156,7.37738306907463e-32,"transit amplifying cell of large intestine","MFAP1"
"TAF6",1.30253594779436e-36,0.600977731164376,0.312,0.069,7.66802912466539e-32,"transit amplifying cell of large intestine","TAF6"
"NUDT9.6",1.30459491271124e-36,0.867552429700296,0.471,0.136,7.68015025113108e-32,"transit amplifying cell of large intestine","NUDT9"
"TAMM41",1.30872589473555e-36,1.22424452715952,0.24,0.045,7.70446934230817e-32,"transit amplifying cell of large intestine","TAMM41"
"H1F0.8",1.34693718085567e-36,1.04490933227738,0.712,0.277,7.92941918369733e-32,"transit amplifying cell of large intestine","H1F0"
"ANKRD18A.3",1.38003515664233e-36,1.4927031644932,0.279,0.059,8.12426696715338e-32,"transit amplifying cell of large intestine","ANKRD18A"
"SYBU.2",1.50351808869847e-36,1.14038045347778,0.317,0.073,8.85121098816791e-32,"transit amplifying cell of large intestine","SYBU"
"KIAA0586.2",1.61705498528305e-36,0.658901565373207,0.413,0.109,9.5196026983613e-32,"transit amplifying cell of large intestine","KIAA0586"
"PDHB.6",1.62966839420468e-36,0.769088580746157,0.615,0.204,9.59385783668295e-32,"transit amplifying cell of large intestine","PDHB"
"NDUFC2.6",1.76224971150009e-36,1.0799407212712,0.803,0.38,1.0374364051601e-31,"transit amplifying cell of large intestine","NDUFC2"
"PSMD3.4",1.79791533640425e-36,0.775458876775782,0.587,0.189,1.05843275854118e-31,"transit amplifying cell of large intestine","PSMD3"
"C16orf91.4",1.83039753391574e-36,0.617116147905859,0.495,0.144,1.0775550282162e-31,"transit amplifying cell of large intestine","C16orf91"
"COQ4.1",1.89416235194762e-36,0.814472059066704,0.601,0.198,1.11509337659156e-31,"transit amplifying cell of large intestine","COQ4"
"WDR4",1.89783669803922e-36,1.1914077374899,0.168,0.024,1.11725646413569e-31,"transit amplifying cell of large intestine","WDR4"
"GPS1.3",1.94251908074564e-36,0.793657914733538,0.462,0.131,1.14356098283496e-31,"transit amplifying cell of large intestine","GPS1"
"IFT46",1.94303664137178e-36,1.12207148808365,0.216,0.038,1.14386567077557e-31,"transit amplifying cell of large intestine","IFT46"
"EEF1AKNMT",1.98655950384298e-36,1.16521342067794,0.255,0.05,1.16948757991236e-31,"transit amplifying cell of large intestine","EEF1AKNMT"
"PARD3.7",1.98663421388535e-36,1.19415478431912,0.471,0.138,1.1695315617143e-31,"transit amplifying cell of large intestine","PARD3"
"TPD52.8",2.05794539323763e-36,0.931693778155398,0.812,0.355,1.21151245299899e-31,"transit amplifying cell of large intestine","TPD52"
"ILDR1",2.13330238425422e-36,2.14821256773614,0.173,0.026,1.25587511361046e-31,"transit amplifying cell of large intestine","ILDR1"
"CPSF1",2.20865400006735e-36,0.880852177555612,0.332,0.077,1.30023460983965e-31,"transit amplifying cell of large intestine","CPSF1"
"SLC4A4.9",2.27907039918696e-36,0.962033201796483,0.625,0.214,1.34168874400136e-31,"transit amplifying cell of large intestine","SLC4A4"
"FAM83H.2",2.34014196433783e-36,1.31601960691094,0.322,0.074,1.37764157440568e-31,"transit amplifying cell of large intestine","FAM83H"
"CDH17.9",2.3679852935873e-36,0.841912374230377,0.764,0.296,1.39403294233484e-31,"transit amplifying cell of large intestine","CDH17"
"CNIH4.6",2.44565456590444e-36,0.761816185852305,0.635,0.217,1.43975684294794e-31,"transit amplifying cell of large intestine","CNIH4"
"PSMB8.4",2.64852882672381e-36,0.971335555392833,0.736,0.294,1.55918892029231e-31,"transit amplifying cell of large intestine","PSMB8"
"IAH1.4",2.66287287660524e-36,0.581507424850488,0.587,0.185,1.5676332624575e-31,"transit amplifying cell of large intestine","IAH1"
"ELK1",2.7843225323615e-36,0.712107093766755,0.279,0.058,1.63913067480121e-31,"transit amplifying cell of large intestine","ELK1"
"GALNT1.4",2.86969340693141e-36,1.01590467413197,0.692,0.265,1.68938850866052e-31,"transit amplifying cell of large intestine","GALNT1"
"SOCS6.7",3.49817124026626e-36,1.08452096501166,0.418,0.114,2.05937340914475e-31,"transit amplifying cell of large intestine","SOCS6"
"HPS1.3",3.52776002375094e-36,0.682223606856766,0.486,0.14,2.07679232598218e-31,"transit amplifying cell of large intestine","HPS1"
"POC1B",3.57660339309031e-36,0.810478477866173,0.332,0.078,2.10554641751226e-31,"transit amplifying cell of large intestine","POC1B"
"SUMF2.2",3.58301714130746e-36,0.590889733010745,0.548,0.166,2.1093221910877e-31,"transit amplifying cell of large intestine","SUMF2"
"NOL10.4",3.62043854995532e-36,0.723960685034454,0.375,0.094,2.1313521743587e-31,"transit amplifying cell of large intestine","NOL10"
"NEK3.2",3.66644680351235e-36,1.29948332374229,0.327,0.077,2.15843723322772e-31,"transit amplifying cell of large intestine","NEK3"
"DDT.3",3.76612649624456e-36,0.808141981807702,0.385,0.099,2.21711866833917e-31,"transit amplifying cell of large intestine","DDT"
"CCZ1B",3.80696670948347e-36,0.889878766633281,0.26,0.052,2.24116130187292e-31,"transit amplifying cell of large intestine","CCZ1B"
"PSMA2.3",3.90794659034949e-36,0.640602321348472,0.639,0.214,2.30060815773874e-31,"transit amplifying cell of large intestine","PSMA2"
"WDR36",3.99783493607724e-36,0.701714682869021,0.332,0.077,2.35352542686867e-31,"transit amplifying cell of large intestine","WDR36"
"RMDN2.1",4.01862513635925e-36,1.23282415342224,0.312,0.071,2.36576461777469e-31,"transit amplifying cell of large intestine","RMDN2"
"CAPN12",4.10663662071779e-36,1.14929764042188,0.255,0.05,2.41757697861657e-31,"transit amplifying cell of large intestine","CAPN12"
"NOL8.2",4.1525294568469e-36,0.697491159751401,0.476,0.136,2.44459409124577e-31,"transit amplifying cell of large intestine","NOL8"
"NPRL2",4.17270076752378e-36,0.892108592288346,0.327,0.076,2.45646894184125e-31,"transit amplifying cell of large intestine","NPRL2"
"TOR2A",4.20360827553763e-36,1.0554464292233,0.312,0.071,2.474664191809e-31,"transit amplifying cell of large intestine","TOR2A"
"CXADR.9",4.25861974853571e-36,0.822481276726927,0.644,0.222,2.50704944596297e-31,"transit amplifying cell of large intestine","CXADR"
"PECR",4.4120248813465e-36,1.54537826875148,0.226,0.041,2.59735904764868e-31,"transit amplifying cell of large intestine","PECR"
"AC004233.3",4.44283246124935e-36,1.87901239352721,0.173,0.026,2.61549546993749e-31,"transit amplifying cell of large intestine","AC004233.3"
"RPL12P4.3",4.62244356960149e-36,0.673911171797548,0.394,0.103,2.7212325294244e-31,"transit amplifying cell of large intestine","RPL12P4"
"GALNT7.8",4.76870317477837e-36,0.849546842629741,0.543,0.17,2.80733555899202e-31,"transit amplifying cell of large intestine","GALNT7"
"BLCAP.6",4.78557402120611e-36,0.56486168087684,0.486,0.139,2.81726742628404e-31,"transit amplifying cell of large intestine","BLCAP"
"COASY.4",4.92304751945202e-36,1.01727793200353,0.389,0.102,2.89819807470141e-31,"transit amplifying cell of large intestine","COASY"
"ST14.9",5.03762071143898e-36,0.723619162611656,0.788,0.315,2.96564731282413e-31,"transit amplifying cell of large intestine","ST14"
"ABCC4",5.0607132156747e-36,1.38091669358352,0.226,0.042,2.9792418700677e-31,"transit amplifying cell of large intestine","ABCC4"
"KCNK1.9",5.09589234940019e-36,0.912188011480066,0.462,0.131,2.99995182609189e-31,"transit amplifying cell of large intestine","KCNK1"
"SMAD1.3",5.11417444067751e-36,1.15747002949327,0.332,0.078,3.01071449322685e-31,"transit amplifying cell of large intestine","SMAD1"
"IGF1R.6",5.26933139827542e-36,0.797342551710761,0.409,0.108,3.10205539416474e-31,"transit amplifying cell of large intestine","IGF1R"
"TMEM242.5",5.31947244558247e-36,0.788806577708388,0.438,0.119,3.1315734287144e-31,"transit amplifying cell of large intestine","TMEM242"
"NIFK.3",5.55200200955536e-36,0.565849437489419,0.678,0.233,3.26846358302524e-31,"transit amplifying cell of large intestine","NIFK"
"SLC39A9",5.60694357323665e-36,1.13883010814977,0.298,0.066,3.30080768156442e-31,"transit amplifying cell of large intestine","SLC39A9"
"APTR",5.86326503865666e-36,1.24888820880905,0.312,0.071,3.45170412825718e-31,"transit amplifying cell of large intestine","APTR"
"CFAP20.6",5.91769745849752e-36,0.483752539847577,0.51,0.151,3.48374849381749e-31,"transit amplifying cell of large intestine","CFAP20"
"IDH3B.2",6.26341050426568e-36,0.97414476046321,0.673,0.25,3.68726976386121e-31,"transit amplifying cell of large intestine","IDH3B"
"PYCARD.6",6.452647585027e-36,0.954354062080861,0.716,0.268,3.7986736333054e-31,"transit amplifying cell of large intestine","PYCARD"
"WDYHV1",6.64973405556801e-36,1.80759376401982,0.183,0.029,3.91469843851289e-31,"transit amplifying cell of large intestine","WDYHV1"
"HSCB.4",6.71741319171305e-36,0.954852502528338,0.361,0.09,3.95454114596147e-31,"transit amplifying cell of large intestine","HSCB"
"PPCDC.1",6.94579551871747e-36,0.840133165378908,0.24,0.045,4.08898982186898e-31,"transit amplifying cell of large intestine","PPCDC"
"RWDD2B",7.1791609772741e-36,1.75628620554935,0.183,0.029,4.22637206732126e-31,"transit amplifying cell of large intestine","RWDD2B"
"CEP128.1",7.21318963183719e-36,1.21747050877627,0.183,0.028,4.24640473626255e-31,"transit amplifying cell of large intestine","CEP128"
"TIMM17A.6",7.40031862151043e-36,0.923878440990424,0.611,0.209,4.35656757248319e-31,"transit amplifying cell of large intestine","TIMM17A"
"CCT5.4",7.51143834716735e-36,0.971056631827213,0.798,0.339,4.42198375497742e-31,"transit amplifying cell of large intestine","CCT5"
"CEP44",7.7436705903899e-36,0.740139135179693,0.312,0.07,4.55869887656254e-31,"transit amplifying cell of large intestine","CEP44"
"MRPS22.3",8.05277481356731e-36,0.729353323012836,0.582,0.188,4.74066853274708e-31,"transit amplifying cell of large intestine","MRPS22"
"DCLRE1B",8.40876334231597e-36,1.77339297006496,0.115,0.012,4.95023897962141e-31,"transit amplifying cell of large intestine","DCLRE1B"
"OXA1L.7",8.77784042247887e-36,0.81784119855052,0.649,0.227,5.16751465671331e-31,"transit amplifying cell of large intestine","OXA1L"
"POLE3.8",8.93223096190309e-36,0.40680658782881,0.736,0.258,5.25840436727235e-31,"transit amplifying cell of large intestine","POLE3"
"STMP1.2",9.12599479084901e-36,0.743812980822018,0.654,0.228,5.37247313337281e-31,"transit amplifying cell of large intestine","STMP1"
"GATC.5",9.563508560541e-36,0.681059854512633,0.389,0.1,5.63003748959049e-31,"transit amplifying cell of large intestine","GATC"
"MLH1.1",9.65749776583401e-36,0.523192283697048,0.284,0.06,5.68536893474648e-31,"transit amplifying cell of large intestine","MLH1"
"NAPEPLD.5",9.70350174569446e-36,1.27733221550262,0.365,0.093,5.71245147769033e-31,"transit amplifying cell of large intestine","NAPEPLD"
"CEP135.2",9.77930913881636e-36,0.445190335544581,0.279,0.058,5.75707929002119e-31,"transit amplifying cell of large intestine","CEP135"
"ARAP3",1.00728219596873e-35,2.02584157112876,0.106,0.01,5.92987028766791e-31,"transit amplifying cell of large intestine","ARAP3"
"DAP.5",1.02862912684291e-35,0.762557313029414,0.601,0.195,6.05553966972419e-31,"transit amplifying cell of large intestine","DAP"
"COMMD7.5",1.05566475621599e-35,0.445081378701047,0.514,0.153,6.21469841984353e-31,"transit amplifying cell of large intestine","COMMD7"
"TRIM37",1.08331273623361e-35,0.938090725848658,0.288,0.062,6.37746207820725e-31,"transit amplifying cell of large intestine","TRIM37"
"MAP3K13.3",1.11776205129543e-35,0.777019633438967,0.683,0.246,6.5802651959762e-31,"transit amplifying cell of large intestine","MAP3K13"
"RSRC1.2",1.14223681302463e-35,0.709469578422233,0.611,0.205,6.72434811827601e-31,"transit amplifying cell of large intestine","RSRC1"
"GGACT",1.18507691030828e-35,2.19662539910006,0.135,0.017,6.97654777098487e-31,"transit amplifying cell of large intestine","GGACT"
"PGAP3",1.19356910059214e-35,1.51542736746728,0.25,0.05,7.02654129518591e-31,"transit amplifying cell of large intestine","PGAP3"
"AGGF1",1.19560093292265e-35,1.21914158774144,0.236,0.045,7.03850269211565e-31,"transit amplifying cell of large intestine","AGGF1"
"LRRC28",1.19935881945494e-35,1.11158519913314,0.288,0.062,7.06062537013122e-31,"transit amplifying cell of large intestine","LRRC28"
"NSMCE2.3",1.20090012661213e-35,0.716356932942257,0.394,0.103,7.06969904536562e-31,"transit amplifying cell of large intestine","NSMCE2"
"PARP1.6",1.20658015596838e-35,0.670464313635347,0.611,0.206,7.10313737818587e-31,"transit amplifying cell of large intestine","PARP1"
"HSPE1.8",1.23781602553865e-35,0.948508670664236,0.933,0.743,7.28702294234604e-31,"transit amplifying cell of large intestine","HSPE1"
"MDM1",1.24778805163509e-35,0.91984876530852,0.202,0.034,7.34572825997577e-31,"transit amplifying cell of large intestine","MDM1"
"SMOC2.1",1.27023761484624e-35,1.27085125763927,0.149,0.02,7.47788883859982e-31,"transit amplifying cell of large intestine","SMOC2"
"RBBP4.2",1.28437062513765e-35,0.857096545349962,0.707,0.268,7.56108987018532e-31,"transit amplifying cell of large intestine","RBBP4"
"PTCD3.4",1.29034727073316e-35,0.613114435507679,0.577,0.185,7.59627438280612e-31,"transit amplifying cell of large intestine","PTCD3"
"SMIM15.3",1.35032920592465e-35,0.850018713804246,0.663,0.238,7.94938803527839e-31,"transit amplifying cell of large intestine","SMIM15"
"PSMB3.3",1.5346822386084e-35,1.11063934743165,0.793,0.383,9.03467433868767e-31,"transit amplifying cell of large intestine","PSMB3"
"WDR75.1",1.54897779840443e-35,0.597345327625615,0.346,0.083,9.11883229920687e-31,"transit amplifying cell of large intestine","WDR75"
"PSMB2.4",1.56918837714333e-35,0.793840122809045,0.683,0.247,9.23781197624279e-31,"transit amplifying cell of large intestine","PSMB2"
"FAM84B",1.66107220869419e-35,1.14039738394041,0.25,0.049,9.77873209258268e-31,"transit amplifying cell of large intestine","FAM84B"
"BABAM2",1.69952028924139e-35,0.707237742820978,0.346,0.084,1.00050759427641e-30,"transit amplifying cell of large intestine","BABAM2"
"LSM7.4",1.70226987921262e-35,0.94257557621437,0.913,0.481,1.00212627789247e-30,"transit amplifying cell of large intestine","LSM7"
"ACTG1.4",1.70857304875939e-35,1.12509127269939,0.976,0.933,1.00583695380465e-30,"transit amplifying cell of large intestine","ACTG1"
"PSMD4.3",1.71062056615853e-35,0.734624808780969,0.712,0.262,1.00704232729753e-30,"transit amplifying cell of large intestine","PSMD4"
"TCERG1.2",1.75767997016721e-35,0.736936332518491,0.654,0.234,1.03474619843744e-30,"transit amplifying cell of large intestine","TCERG1"
"PIGT.5",1.76407645679908e-35,0.924786591328483,0.635,0.225,1.03851181011762e-30,"transit amplifying cell of large intestine","PIGT"
"FUNDC1",1.77863339129153e-35,1.07200635118083,0.293,0.065,1.04708147745332e-30,"transit amplifying cell of large intestine","FUNDC1"
"MRPL47.5",1.804533757443e-35,0.600994682985929,0.688,0.239,1.06232902300669e-30,"transit amplifying cell of large intestine","MRPL47"
"SETMAR",1.90522048980174e-35,0.964465054291167,0.183,0.029,1.12160330234628e-30,"transit amplifying cell of large intestine","SETMAR"
"PMVK.3",2.00141654602103e-35,0.655663924051107,0.548,0.171,1.17823392064258e-30,"transit amplifying cell of large intestine","PMVK"
"ACLY.3",2.01841489636031e-35,0.736266688863134,0.38,0.097,1.18824084948731e-30,"transit amplifying cell of large intestine","ACLY"
"ASAH2B",2.05118086601707e-35,2.83409443479368,0.13,0.016,1.20753017582425e-30,"transit amplifying cell of large intestine","ASAH2B"
"KLHDC10.2",2.12273945144844e-35,0.692496685927777,0.365,0.091,1.2496567150677e-30,"transit amplifying cell of large intestine","KLHDC10"
"NDUFB10.6",2.18521622585278e-35,1.0281105885191,0.875,0.544,1.28643679215953e-30,"transit amplifying cell of large intestine","NDUFB10"
"KLHDC9",2.45775647825715e-35,1.70709045193245,0.154,0.021,1.44688123874999e-30,"transit amplifying cell of large intestine","KLHDC9"
"BIVM",2.51910717489239e-35,1.52054072456368,0.212,0.037,1.48299839385915e-30,"transit amplifying cell of large intestine","BIVM"
"HCCS.1",2.53199869519842e-35,0.947512009752852,0.389,0.103,1.49058763186331e-30,"transit amplifying cell of large intestine","HCCS"
"IMP4.4",2.62300742375379e-35,0.473254334988172,0.62,0.204,1.54416447036386e-30,"transit amplifying cell of large intestine","IMP4"
"D2HGDH.6",2.64119094142433e-35,0.864665477168663,0.462,0.133,1.5548691072165e-30,"transit amplifying cell of large intestine","D2HGDH"
"FKBP4.3",2.64131936444965e-35,0.925467487238235,0.644,0.229,1.55494470985151e-30,"transit amplifying cell of large intestine","FKBP4"
"SPACA9",2.69029855294956e-35,2.25961969165783,0.106,0.011,1.5837787581214e-30,"transit amplifying cell of large intestine","SPACA9"
"DDOST.5",2.69259682587729e-35,0.799973366383881,0.692,0.25,1.58513175139396e-30,"transit amplifying cell of large intestine","DDOST"
"TXNRD2.1",2.69519189218091e-35,0.876879017128765,0.308,0.07,1.5866594669269e-30,"transit amplifying cell of large intestine","TXNRD2"
"CNNM3.1",2.7398108318528e-35,0.448483878700338,0.341,0.081,1.61292663671175e-30,"transit amplifying cell of large intestine","CNNM3"
"FBXO46",2.75155507997687e-35,1.08719551746301,0.231,0.043,1.61984047558238e-30,"transit amplifying cell of large intestine","FBXO46"
"RCL1.1",2.77483543718556e-35,0.649439996739418,0.25,0.049,1.63354562187114e-30,"transit amplifying cell of large intestine","RCL1"
"ZNF502",2.77906293398482e-35,2.20746969375927,0.101,0.01,1.63603434923687e-30,"transit amplifying cell of large intestine","ZNF502"
"CCAR2",2.81591573929455e-35,0.738581491337206,0.308,0.069,1.6577295957227e-30,"transit amplifying cell of large intestine","CCAR2"
"TMEM256.7",2.88823361517096e-35,0.841634863060836,0.663,0.236,1.70030312925114e-30,"transit amplifying cell of large intestine","TMEM256"
"HDAC3.3",2.97373522835419e-35,0.484566998233487,0.447,0.124,1.75063792893211e-30,"transit amplifying cell of large intestine","HDAC3"
"LRRC31.2",2.97897223844383e-35,1.20358205417261,0.269,0.056,1.75372095677188e-30,"transit amplifying cell of large intestine","LRRC31"
"ZBTB8OS.5",3.07247478956619e-35,0.644433425510498,0.625,0.21,1.80876590861761e-30,"transit amplifying cell of large intestine","ZBTB8OS"
"LPCAT2.2",3.10226646844969e-35,1.14631407953022,0.274,0.058,1.82630426997633e-30,"transit amplifying cell of large intestine","LPCAT2"
"SELENBP1.9",3.24921188915605e-35,0.423529624198028,0.894,0.448,1.91281103914616e-30,"transit amplifying cell of large intestine","SELENBP1"
"SEC23IP",3.26524294411078e-35,0.797806377245297,0.337,0.081,1.92224852119801e-30,"transit amplifying cell of large intestine","SEC23IP"
"LARS.2",3.36526692797757e-35,0.712467568083559,0.76,0.292,1.9811326405004e-30,"transit amplifying cell of large intestine","LARS"
"CHMP3.5",3.43140489123466e-35,1.01674426368955,0.712,0.286,2.02006805946984e-30,"transit amplifying cell of large intestine","CHMP3"
"TSNAX.3",3.47238536377031e-35,0.582553157240328,0.413,0.111,2.04419326365158e-30,"transit amplifying cell of large intestine","TSNAX"
"TRIM16.1",3.56452840055448e-35,1.33407483745634,0.288,0.064,2.09843786940642e-30,"transit amplifying cell of large intestine","TRIM16"
"SERINC5.4",3.56904044863392e-35,0.742584888182086,0.625,0.213,2.10109411211079e-30,"transit amplifying cell of large intestine","SERINC5"
"ASNSD1.1",3.56933063369784e-35,0.456813448698697,0.341,0.081,2.10126494405792e-30,"transit amplifying cell of large intestine","ASNSD1"
"KLHL8",3.57733193857014e-35,0.944498784720258,0.317,0.074,2.10597531223624e-30,"transit amplifying cell of large intestine","KLHL8"
"SLC43A1.1",3.77679472862989e-35,1.15366819819266,0.159,0.022,2.22339905674442e-30,"transit amplifying cell of large intestine","SLC43A1"
"PYGB.6",3.94393976197626e-35,0.817352126249075,0.558,0.179,2.32179733787542e-30,"transit amplifying cell of large intestine","PYGB"
"XRCC1",3.96658632778055e-35,0.594276436817992,0.25,0.049,2.33512937116441e-30,"transit amplifying cell of large intestine","XRCC1"
"ZCCHC9.2",4.0818084221915e-35,0.63715420171403,0.365,0.092,2.40296061814413e-30,"transit amplifying cell of large intestine","ZCCHC9"
"HINT2",4.30467097200168e-35,1.42207410862527,0.255,0.052,2.53415980121739e-30,"transit amplifying cell of large intestine","HINT2"
"IPO4",4.30672784237277e-35,1.65179763128891,0.144,0.019,2.53537068080485e-30,"transit amplifying cell of large intestine","IPO4"
"CNTN3",4.40799081852517e-35,1.77844512916403,0.202,0.035,2.59498419486577e-30,"transit amplifying cell of large intestine","CNTN3"
"NDUFAF1",4.57393628045856e-35,1.20760161678122,0.264,0.055,2.69267628830596e-30,"transit amplifying cell of large intestine","NDUFAF1"
"CWF19L1",4.78391895667945e-35,0.68825397660631,0.197,0.033,2.81629308979719e-30,"transit amplifying cell of large intestine","CWF19L1"
"MTHFS",4.79268376209197e-35,0.839469752237,0.312,0.071,2.82145293074354e-30,"transit amplifying cell of large intestine","MTHFS"
"NPTN.6",4.80107965195223e-35,0.768072830198157,0.606,0.201,2.82639559110428e-30,"transit amplifying cell of large intestine","NPTN"
"FNBP1L.9",4.85841138917042e-35,0.825751450501755,0.659,0.23,2.86014678480463e-30,"transit amplifying cell of large intestine","FNBP1L"
"TMEM147.5",4.99027278615573e-35,0.835434013122279,0.683,0.25,2.93777358920988e-30,"transit amplifying cell of large intestine","TMEM147"
"ACAD8",5.1808436216785e-35,1.12092532165182,0.264,0.055,3.04996264008213e-30,"transit amplifying cell of large intestine","ACAD8"
"PLS1.8",5.18519092217005e-35,0.708102893546018,0.654,0.229,3.05252189588151e-30,"transit amplifying cell of large intestine","PLS1"
"VDR.7",5.26452661508283e-35,1.13844532575982,0.481,0.146,3.09922681829926e-30,"transit amplifying cell of large intestine","VDR"
"CCDC43.4",5.30923408494975e-35,0.4698956993664,0.418,0.113,3.12554610580992e-30,"transit amplifying cell of large intestine","CCDC43"
"CEP57L1",5.35114840853186e-35,1.25575930620578,0.231,0.044,3.15022106810271e-30,"transit amplifying cell of large intestine","CEP57L1"
"PHGR1.9",5.38759535491899e-35,0.683805418879569,0.99,0.712,3.17167738544081e-30,"transit amplifying cell of large intestine","PHGR1"
"RAB27B.2",5.55436139598822e-35,1.08199518280705,0.274,0.058,3.26985255381827e-30,"transit amplifying cell of large intestine","RAB27B"
"ACO2.3",5.74401236273374e-35,0.970696317972719,0.654,0.238,3.38150007794135e-30,"transit amplifying cell of large intestine","ACO2"
"TBL2.1",5.76760339629673e-35,1.34751080570605,0.288,0.064,3.39538811939989e-30,"transit amplifying cell of large intestine","TBL2"
"GNAI1.3",5.83164453270526e-35,0.960826277833139,0.327,0.077,3.43308913640359e-30,"transit amplifying cell of large intestine","GNAI1"
"CCL15.9",5.91802600974911e-35,1.37449099569336,0.37,0.096,3.4839419119393e-30,"transit amplifying cell of large intestine","CCL15"
"B4GALT7.1",6.28086947393079e-35,1.07115218520168,0.288,0.064,3.69754785930305e-30,"transit amplifying cell of large intestine","B4GALT7"
"SLC25A5.4",6.34843198001616e-35,1.43478138931271,0.817,0.656,3.73732190663552e-30,"transit amplifying cell of large intestine","SLC25A5"
"NAA40",6.35989807120103e-35,1.14787218821751,0.24,0.047,3.74407199451605e-30,"transit amplifying cell of large intestine","NAA40"
"LINC01106",6.57967779566455e-35,2.4618197836205,0.12,0.014,3.87345631830772e-30,"transit amplifying cell of large intestine","LINC01106"
"LIG3",6.66954805067541e-35,1.2838432999016,0.284,0.062,3.92636293743261e-30,"transit amplifying cell of large intestine","LIG3"
